Planner,Success Rate,Cleanup Steps,Evaluation Trials,Difficulty,Priority Cleaning,K-Nearest Filter,Time Searching Graph for Path,Path Planning Attempts,Path Planning Failures,Localization Failures,Time to Choose Action,Action Attempts,Time to Clean Graph,Time to Evaluate Success Rate
SGM,0.0,inf,20,0.95,False,inf,0.004211501999634493,20,0,0,503.8627632279811,12000,inf,528.7307452560001
SGM,0.0,0.0,20,0.95,False,5.0,0.004092871998636838,20,0,0,483.6844109750102,12000,inf,507.60252197
SGM,0.0,5000.0,20,0.95,False,5.0,0.0037351499995565973,20,0,0,482.4759176329799,12000,355.46714563000023,506.3331777399999
SGM,0.0,10000.0,20,0.95,False,5.0,0.003981051999289775,20,0,0,483.95500214401045,12000,328.96518364899975,507.79835826800036
SGM,0.0,15000.0,20,0.95,False,5.0,0.004438766002749617,20,0,0,490.1429763410224,12000,333.04395436399955,514.2286639120002
SGM,0.0,20000.0,20,0.95,False,5.0,0.00448412800051301,20,0,0,489.50919496105325,12000,321.7954775549997,513.5947546839998
SGM,0.0,25000.0,20,0.95,False,5.0,0.0029491949990188004,20,0,0,513.0278331979925,12000,316.63768317500035,537.550464248
SGM,0.0,30000.0,20,0.95,False,5.0,0.0027398740012358758,20,0,0,512.0461621620007,12000,374.0076123230001,536.9736935619994
SGM,0.0,35000.0,20,0.95,False,5.0,0.003115862003141956,20,0,0,505.41518589097086,12000,371.7086680749999,530.037125539
SGM,0.0,40000.0,20,0.95,False,5.0,0.0024183799978345633,20,0,0,488.2295424118838,12000,360.0314159950012,512.2188184410006
SGM,0.0,45000.0,20,0.95,False,5.0,0.002989669001181028,20,0,0,497.51120124997215,12000,346.69398062399887,521.526777911
SGM,0.0,50000.0,20,0.95,False,5.0,0.003325380996102467,20,0,0,489.68459468292895,12000,354.9431369009999,513.6177368980007
