Planner,Success Rate,Cleanup Steps,Evaluation Trials,Difficulty,Priority Cleaning,K-Nearest Filter,Time Searching Graph for Path,Path Planning Attempts,Path Planning Failures,Localization Failures,Time to Choose Action,Action Attempts,Time to Clean Graph,Time to Evaluate Success Rate
SGM,0.0,inf,20,0.95,False,inf,0.0040639500000452244,20,0,0,625.9783761479941,12000,inf,655.14688862
SGM,0.0,0.0,20,0.95,False,5.0,0.0040349299988520215,20,0,0,628.6641273369719,12000,inf,658.046784526
SGM,0.0,5000.0,20,0.95,False,5.0,0.00376531200026875,20,0,0,629.2793256439986,12000,404.613369101,658.6948918180001
SGM,0.55,10000.0,20,0.95,False,5.0,0.00670657799946639,20,0,0,520.9899185929753,9664,395.1195941469996,544.7265979330004
SGM,0.65,15000.0,20,0.95,False,5.0,0.006031537002854748,20,0,0,471.4599760779902,8939,381.589624407,492.91929353999967
SGM,0.3,20000.0,20,0.95,False,5.0,0.0049200659996131435,20,0,0,550.8074556590191,10701,399.7728948949998,576.1606387729998
SGM,0.55,25000.0,20,0.95,False,5.0,0.005716265998671588,20,0,0,510.45931578597447,9688,368.1548649509996,533.4817821340002
SGM,0.5,30000.0,20,0.95,False,5.0,0.005740773000070476,20,0,0,517.3898612848789,9908,416.3483049050001,540.9491925900002
SGM,0.7,35000.0,20,0.95,False,5.0,0.006358172995533096,20,0,0,487.7451917439903,9424,389.84164089300066,509.905008832
SGM,0.5,40000.0,20,0.95,False,5.0,0.004772759000843507,20,0,0,514.6827800980482,9849,364.7573161199998,538.0883673899989
SGM,0.65,45000.0,20,0.95,False,5.0,0.00640788800046721,20,0,0,534.9095638630697,9760,418.9834739320013,559.1693644070001
SGM,0.5,50000.0,20,0.95,False,5.0,0.0050562940050440375,20,0,0,509.4604256968578,9730,374.86302316399997,532.1939387340008
