Planner,Success Rate,Cleanup Steps,Evaluation Trials,Difficulty,Priority Cleaning,K-Nearest Filter,Time Searching Graph for Path,Path Planning Attempts,Path Planning Failures,Localization Failures,Time to Choose Action,Action Attempts,Time to Clean Graph,Time to Evaluate Success Rate
SGM,0.0,inf,20,0.95,False,inf,0.004544213000116315,20,0,0,478.7346853650032,12000,inf,502.784537367
SGM,0.0,0.0,20,0.95,False,5.0,0.0038844200004177765,20,0,0,480.4270956379852,12000,inf,504.588600862
SGM,0.0,5000.0,20,0.95,False,5.0,0.0034916780002731684,20,0,0,476.2415290929887,12000,551.2934815250001,500.1323267360001
SGM,0.0,10000.0,20,0.95,False,5.0,0.003490398001304129,20,0,0,511.4805527470003,12000,552.4247596520004,536.8673305460002
SGM,0.0,15000.0,20,0.95,False,5.0,0.002835697999671538,20,0,0,475.56015548597406,12000,538.575770339,499.1841437050002
SGM,0.0,20000.0,20,0.95,False,5.0,0.0030687960006616777,20,0,0,486.51255538994883,12000,523.2798941700003,510.23581109799943
SGM,0.0,25000.0,20,0.95,False,5.0,0.0027902319980057655,20,0,0,482.07101829902876,12000,525.203901119,505.59200497999973
SGM,0.0,30000.0,20,0.95,False,5.0,0.0026101889998244587,20,0,0,492.7494017310546,12000,526.6478766359996,516.311029079
SGM,0.0,35000.0,20,0.95,False,5.0,0.0026092820044141263,20,0,0,491.5276637430543,12000,507.4437210770002,515.1144391339994
SGM,0.0,40000.0,20,0.95,False,5.0,0.0027138410005136393,20,0,0,484.4002217758916,12000,570.2928825899999,508.0529986319998
SGM,0.0,45000.0,20,0.95,False,5.0,0.0027562449977267534,20,0,0,475.0022959049347,12000,530.2486523210009,498.65067106099923
SGM,0.0,50000.0,20,0.95,False,5.0,0.00290171600136091,20,0,0,481.97814290392853,12000,514.4771874439994,505.5602792560003
