Planner,Success Rate,Cleanup Steps,Evaluation Trials,Difficulty,Priority Cleaning,K-Nearest Filter,Time Searching Graph for Path,Path Planning Attempts,Path Planning Failures,Localization Failures,Time to Choose Action,Action Attempts,Time to Clean Graph,Time to Evaluate Success Rate
SGM,0.05,inf,20,0.95,False,inf,0.005038100000177792,20,0,0,484.3828054330017,11550,inf,508.550835986
SGM,0.0,0.0,20,0.95,False,5.0,0.0043212750002794564,20,0,0,530.0709890610021,12000,inf,556.715998267
SGM,0.65,5000.0,20,0.95,False,5.0,0.004763045999879978,20,0,0,290.29309986400244,5969,503.2221185609999,303.76638193200006
SGM,0.8,10000.0,20,0.95,False,5.0,0.004871604000527441,20,0,0,244.3074320489941,4773,484.5753843520001,255.08333408299995
SGM,0.95,15000.0,20,0.95,False,5.0,0.006540825999763911,20,0,0,187.74439730200038,3423,431.18016566899996,195.4578873979999
SGM,0.95,20000.0,20,0.95,False,5.0,0.005668500000410859,20,0,0,185.93785733897357,3378,418.8921323659997,193.52188554399982
SGM,0.8,25000.0,20,0.95,False,5.0,0.0048073330017359694,20,0,0,248.68445799002075,4899,423.98463362600023,259.6875739339994
SGM,0.85,30000.0,20,0.95,False,5.0,0.00635964299999614,20,0,0,255.72238083896445,4318,391.3750315090001,266.95103963699967
SGM,1.0,35000.0,20,0.95,False,5.0,0.005606649999208457,20,0,0,176.017638670015,3059,427.54220791199987,182.9360287440004
SGM,0.8,40000.0,20,0.95,False,5.0,0.005160862999218807,20,0,0,242.90952342999753,4628,491.6393323940001,253.58693584399953
SGM,0.95,45000.0,20,0.95,False,5.0,0.006067328002245631,20,0,0,196.8956530050109,3457,428.26195822200043,204.9507733399996
SGM,1.0,50000.0,20,0.95,False,5.0,0.004804701997272787,20,0,0,157.55181441600234,2968,408.1233171699996,163.70567176300028
