Planner,Success Rate,Cleanup Steps,Evaluation Trials,Difficulty,Priority Cleaning,K-Nearest Filter,Time Searching Graph for Path,Path Planning Attempts,Path Planning Failures,Localization Failures,Time to Choose Action,Action Attempts,Time to Clean Graph,Time to Evaluate Success Rate
SGM,0.0,inf,20,0.95,False,inf,0.004427317999670777,20,0,0,496.0778334950028,12000,inf,520.1228091380003
SGM,0.0,0.0,20,0.95,False,5.0,0.004454618002000643,20,0,0,494.01083164502097,12000,inf,517.8752135029999
SGM,0.0,5000.0,20,0.95,False,5.0,0.003958157000852225,20,0,0,487.77198267405083,12000,372.9002169200003,511.3743655080002
SGM,0.0,10000.0,20,0.95,False,5.0,0.003711887999997998,20,0,0,490.8793834490025,12000,368.78168589499955,514.6058933540007
SGM,0.0,15000.0,20,0.95,False,5.0,0.003581837001547683,20,0,0,488.4905536179831,12000,368.17699124799947,512.211980305
SGM,0.0,20000.0,20,0.95,False,5.0,0.003329006001877133,20,0,0,488.93087654005467,12000,350.947012998,512.3105881230003
SGM,0.0,25000.0,20,0.95,False,5.0,0.003598861001592013,20,0,0,491.3350071520081,12000,353.7944641490003,515.2257385170005
SGM,0.0,30000.0,20,0.95,False,5.0,0.003143787000226439,20,0,0,485.96710759996313,12000,326.65472698899976,509.6076504379989
SGM,0.0,35000.0,20,0.95,False,5.0,0.0031756989938003244,20,0,0,491.4832585069471,12000,372.5308582109992,515.137502077001
SGM,0.0,40000.0,20,0.95,False,5.0,0.003581714005122194,20,0,0,507.71999631812105,12000,375.4497288759994,532.1808320179989
SGM,0.0,45000.0,20,0.95,False,5.0,0.003841613995973603,20,0,0,514.4703599550485,12000,392.4007444959989,539.2487150300003
SGM,0.0,50000.0,20,0.95,False,5.0,0.003456450996964122,20,0,0,512.9681285540555,12000,381.89865572800045,537.7317454129989
