Planner,Success Rate,Cleanup Steps,Evaluation Trials,Difficulty,Priority Cleaning,K-Nearest Filter,Time Searching Graph for Path,Path Planning Attempts,Path Planning Failures,Localization Failures,Time to Choose Action,Action Attempts,Time to Clean Graph,Time to Evaluate Success Rate
SGM,0.0,inf,20,0.95,False,inf,0.002501276000202779,20,0,0,480.3895978169803,12000,inf,505.46835087
SGM,0.0,0.0,20,0.95,False,5.0,0.002613576000840112,20,0,0,490.60074074193153,12000,inf,516.350438249
SGM,0.0,5000.0,20,0.95,False,5.0,0.0026877610002884467,20,0,0,490.5038870650201,12000,349.13686842900006,516.251556405
SGM,0.0,10000.0,20,0.95,False,5.0,0.002457099999901402,20,0,0,493.2542890020309,12000,330.89428772600013,518.7973014080003
SGM,0.75,15000.0,20,0.95,False,5.0,0.005577506000008725,20,0,0,348.4670847239604,7984,338.0905171559998,365.664332886
SGM,0.7,20000.0,20,0.95,False,5.0,0.005455374002849567,20,0,0,353.74021123095736,8274,308.76187151400063,371.22695168000064
SGM,0.65,25000.0,20,0.95,False,5.0,0.005544902000110596,20,0,0,352.7888413610226,8334,297.1438949249996,370.15328750500066
SGM,0.75,30000.0,20,0.95,False,5.0,0.005697298000086448,20,0,0,343.5050199490279,8087,288.04082147400004,360.2687137739995
SGM,0.7,35000.0,20,0.95,False,5.0,0.005247919999419537,20,0,0,343.8223821499714,8111,305.94569548599975,360.6977452179999
SGM,0.8,40000.0,20,0.95,False,5.0,0.005600646004495502,20,0,0,339.5350492149564,7973,300.71175084599963,356.2219756689992
SGM,0.1,45000.0,20,0.95,False,5.0,0.0036558230003720382,20,0,0,471.3822179341241,11654,312.707007478999,495.67287383300027
SGM,0.2,50000.0,20,0.95,False,5.0,0.0036862329980067443,20,0,0,490.12048910099656,11521,332.48959955399914,516.0687605040002
