Planner,Success Rate,Cleanup Steps,Evaluation Trials,Difficulty,Priority Cleaning,K-Nearest Filter,Time Searching Graph for Path,Path Planning Attempts,Path Planning Failures,Localization Failures,Time to Choose Action,Action Attempts,Time to Clean Graph,Time to Evaluate Success Rate
SGM,0.0,inf,20,0.95,False,inf,0.005240182000306959,20,0,0,582.3582092289932,12000,inf,611.957841933
SGM,0.0,0.0,20,0.95,False,4.0,0.0044913850008470035,20,0,0,573.2428932840119,12000,inf,602.2425560599997
SGM,0.0,5000.0,20,0.95,False,4.0,0.004705653998371417,20,0,0,559.5128544460058,12000,667.9474765760001,587.4881909280002
SGM,0.0,10000.0,20,0.95,False,4.0,0.0033244089972868096,20,0,0,589.2093190470241,12000,655.178066163,617.1953827689995
SGM,0.0,15000.0,20,0.95,False,4.0,0.00331760100016254,20,0,0,586.8730196790084,12000,671.0699763529992,615.1609255229996
SGM,0.0,20000.0,20,0.95,False,4.0,0.0033897489975061035,20,0,0,594.5447830369985,12000,667.5657434279992,623.0158149199997
SGM,0.0,25000.0,20,0.95,False,4.0,0.0028086340043955715,20,0,0,591.9665478540719,12000,679.7046665569997,620.0713345639997
SGM,0.0,30000.0,20,0.95,False,4.0,0.00353443699896161,20,0,0,588.1068295448695,12000,700.7706798039999,616.3796740950002
SGM,0.0,35000.0,20,0.95,False,4.0,0.0033654620019660797,20,0,0,572.8865527390626,12000,674.9498500829995,601.412391453001
SGM,0.0,40000.0,20,0.95,False,4.0,0.002450012003464508,20,0,0,622.0106338951209,12000,691.0591257619999,652.6163019630003
SGM,0.0,45000.0,20,0.95,False,4.0,0.0030089990032138303,20,0,0,618.8101623190742,12000,718.9254835729989,648.5441422029999
SGM,0.0,50000.0,20,0.95,False,4.0,0.0031626860018150182,20,0,0,604.7030954610109,12000,699.0829442070008,633.7005224290006
